HEMISPHERELONG,CONTINENT,WHOREGION,FLULONG,Country,Year,Week,SDATE,EDATE,AGEGROUP_CODE,ILI_CASES,ILI_OUTPATIENTS,ILI_POP_COV,ILI_OUT_RATE,ILI_POP_RATE,ILI_SAMPLED,ILI_INF_POS,ILI_INF_NEG,ILI_COVID19_TESTED,ILI_COVID19_POS,ILI_COVID19_NEG,ILI_COVID19_RATIO,SARI_CASES,SARI_INPATIENTS,SARI_POP_COV,SARI_IN_RATE,SARI_POP_RATE,SARI_SAMPLED,SARI_INF_POS,SARI_INF_NEG,SARI_COVID19_TESTED,SARI_COVID19_POS,SARI_COVID19_NEG,SARI_COVID19_RATIO,ARI_CASES,ARI_OUTPATIENTS,ARI_POP_COV,ARI_OUT_RATE,ARI_POP_RATE,PNEU_CASES,PNEU_INPATIENTS,PNEU_POP_COV,PNEU_IN_RATE,PNEU_POP_RATE,GEOSPREAD,INTENSITY,TREND,IMPACT
Northern hemishere,Europe,EUR,South West Europe,Austria,2017,5,2017-01-30,2017-02-05,All,722,,52726,,1369.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1,0
Northern hemishere,Europe,EUR,South West Europe,Switzerland,2017,5,2017-01-30,2017-02-05,All,458,,156993,,291.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,2,
Northern hemishere,Europe,EUR,South West Europe,Spain,2017,5,2017-01-30,2017-02-05,All,1172,,855340,,137.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1,0
Northern hemishere,Europe,EUR,South West Europe,Italy,2017,5,2017-01-30,2017-02-05,All,5861,,1051171,,557.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1,1
Northern hemishere,Europe,EUR,South West Europe,Luxembourg,2017,5,2017-01-30,2017-02-05,All,16,480,,33.33,,,,,,,,,,,,,,,,,,,,,112,480,,233.33,,,,,,,4,1,2,0
Northern hemishere,Europe,EUR,South West Europe,Portugal,2017,5,2017-01-30,2017-02-05,All,6,,51055,,11.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,0
Northern hemishere,Europe,EUR,South West Europe,Austria,2017,4,2017-01-23,2017-01-29,All,727,,50054,,1452.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1,0
Northern hemishere,Europe,EUR,South West Europe,Switzerland,2017,4,2017-01-23,2017-01-29,All,464,,154144,,301.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,2,
Northern hemishere,Europe,EUR,South West Europe,Spain,2017,4,2017-01-23,2017-01-29,All,1641,,849601,,193.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1,0
Northern hemishere,Europe,EUR,South West Europe,Luxembourg,2017,4,2017-01-23,2017-01-29,All,16,436,,36.70,,,,,,,,,,,,,,,,,,,,,86,436,,197.25,,,,,,,4,1,2,
Northern hemishere,Europe,EUR,South West Europe,Italy,2017,4,2017-01-23,2017-01-29,All,6967,,1089592,,639.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1,2
Northern hemishere,Europe,EUR,South West Europe,Portugal,2017,4,2017-01-23,2017-01-29,All,9,,43154,,20.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,0
Northern hemishere,Europe,EUR,South West Europe,Austria,2017,3,2017-01-16,2017-01-22,All,733,,49821,,1471.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1,0
Northern hemishere,Europe,EUR,South West Europe,Switzerland,2017,3,2017-01-16,2017-01-22,All,518,,155769,,332.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,1,
Northern hemishere,Europe,EUR,South West Europe,Spain,2017,3,2017-01-16,2017-01-22,All,1973,,861200,,229.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,2,0
Northern hemishere,Europe,EUR,South West Europe,Luxembourg,2017,3,2017-01-16,2017-01-22,All,11,642,,17.13,,,,,,,,,,,,,,,,,,,,,116,642,,180.69,,,,,,,4,1,1,0
Northern hemishere,Europe,EUR,South West Europe,Italy,2017,3,2017-01-16,2017-01-22,All,8593,,1138251,,754.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1,2
Northern hemishere,Europe,EUR,South West Europe,Portugal,2017,3,2017-01-16,2017-01-22,All,18,,50771,,35.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1,0
Northern hemishere,Europe,EUR,South West Europe,Austria,2017,2,2017-01-09,2017-01-15,All,987,,54973,,1795.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,0
Northern hemishere,Europe,EUR,South West Europe,Switzerland,2017,2,2017-01-09,2017-01-15,All,642,,166688,,385.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,3,
Northern hemishere,Europe,EUR,South West Europe,Spain,2017,2,2017-01-09,2017-01-15,All,1901,,831759,,228.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,3,0
Northern hemishere,Europe,EUR,South West Europe,Italy,2017,2,2017-01-09,2017-01-15,All,9380,,1107777,,846.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,2,2
Northern hemishere,Europe,EUR,South West Europe,Luxembourg,2017,2,2017-01-09,2017-01-15,All,24,661,,36.31,,,,,,,,,,,,,,,,,,,,,157,661,,237.52,,,,,,,4,1,2,0
Northern hemishere,Europe,EUR,South West Europe,Portugal,2017,2,2017-01-09,2017-01-15,All,22,,43925,,50.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1,0
Northern hemishere,Europe,EUR,South West Europe,Austria,2017,1,2017-01-02,2017-01-08,All,451,,32077,,1405.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0
Northern hemishere,Europe,EUR,South West Europe,Switzerland,2017,1,2017-01-02,2017-01-08,All,482,,156766,,307.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,3,
Northern hemishere,Europe,EUR,South West Europe,Spain,2017,1,2017-01-02,2017-01-08,All,1041,,567272,,183.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,3,0
Northern hemishere,Europe,EUR,South West Europe,Italy,2017,1,2017-01-02,2017-01-08,All,9545,,1048319,,910.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,2,2
Northern hemishere,Europe,EUR,South West Europe,Luxembourg,2017,1,2017-01-02,2017-01-08,All,20,389,,51.41,,,,,,,,,,,,,,,,,,,,,111,389,,285.35,,,,,,,4,2,3,0
Northern hemishere,Europe,EUR,South West Europe,Portugal,2017,1,2017-01-02,2017-01-08,All,35,,40718,,85.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,3,0
Northern hemishere,Europe,EUR,South West Europe,Austria,2016,52,2016-12-26,2017-01-01,All,39,,5385,,724.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0
Northern hemishere,Europe,EUR,South West Europe,Switzerland,2016,52,2016-12-26,2017-01-01,All,250,,140503,,177.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,3,
Northern hemishere,Europe,EUR,South West Europe,Spain,2016,52,2016-12-26,2017-01-01,All,851,,585470,,145.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,3,0
Northern hemishere,Europe,EUR,South West Europe,Luxembourg,2016,52,2016-12-26,2017-01-01,All,9,263,,34.22,,,,,,,,,,,,,,,,,,,,,97,263,,368.82,,,,,,,3,1,3,0
Northern hemishere,Europe,EUR,South West Europe,Italy,2016,52,2016-12-26,2017-01-01,All,10083,,996564,,1011.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,3,2
Northern hemishere,Europe,EUR,South West Europe,Portugal,2016,52,2016-12-26,2017-01-01,All,26,,39341,,66.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,2,0
Northern hemishere,Europe,EUR,South West Europe,Austria,2016,51,2016-12-19,2016-12-25,All,432,,40174,,1075.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0
Northern hemishere,Europe,EUR,South West Europe,Switzerland,2016,51,2016-12-19,2016-12-25,All,217,,163825,,132.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,3,
Northern hemishere,Europe,EUR,South West Europe,Spain,2016,51,2016-12-19,2016-12-25,All,732,,796514,,91.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,3,0
Northern hemishere,Europe,EUR,South West Europe,Italy,2016,51,2016-12-19,2016-12-25,All,6563,,907761,,722.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,3,2
Northern hemishere,Europe,EUR,South West Europe,Luxembourg,2016,51,2016-12-19,2016-12-25,All,16,635,,25.20,,,,,,,,,,,,,,,,,,,,,211,635,,332.28,,,,,,,4,1,3,0
Northern hemishere,Europe,EUR,South West Europe,Portugal,2016,51,2016-12-19,2016-12-25,All,48,,45221,,106.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,3,0
Northern hemishere,Europe,EUR,South West Europe,Austria,2016,50,2016-12-12,2016-12-18,All,411,,44669,,920.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0
Northern hemishere,Europe,EUR,South West Europe,Switzerland,2016,50,2016-12-12,2016-12-18,All,122,,175250,,69.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,
Northern hemishere,Europe,EUR,South West Europe,Spain,2016,50,2016-12-12,2016-12-18,All,550,,861955,,63.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,3,0
Northern hemishere,Europe,EUR,South West Europe,Italy,2016,50,2016-12-12,2016-12-18,All,4610,,1084106,,425.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,3,1
Northern hemishere,Europe,EUR,South West Europe,Luxembourg,2016,50,2016-12-12,2016-12-18,All,7,607,,11.53,,,,,,,,,,,,,,,,,,,,,163,607,,268.53,,,,,,,2,1,2,0
Northern hemishere,Europe,EUR,South West Europe,Portugal,2016,50,2016-12-12,2016-12-18,All,35,,51205,,68.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,3,0
Northern hemishere,Europe,EUR,South West Europe,Austria,2016,49,2016-12-05,2016-12-11,All,258,,40174,,642.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0
Northern hemishere,Europe,EUR,South West Europe,Switzerland,2016,49,2016-12-05,2016-12-11,All,89,,163695,,54.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,
Northern hemishere,Europe,EUR,South West Europe,Spain,2016,49,2016-12-05,2016-12-11,All,207,,628296,,32.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,0
Northern hemishere,Europe,EUR,South West Europe,Italy,2016,49,2016-12-05,2016-12-11,All,2580,,1100272,,234.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,2,1
Northern hemishere,Europe,EUR,South West Europe,Luxembourg,2016,49,2016-12-05,2016-12-11,All,7,568,,12.32,,,,,,,,,,,,,,,,,,,,,134,568,,235.92,,,,,,,2,1,3,0
Northern hemishere,Europe,EUR,South West Europe,Portugal,2016,49,2016-12-05,2016-12-11,All,14,,29315,,47.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,3,0
Northern hemishere,Europe,EUR,South West Europe,Austria,2016,48,2016-11-28,2016-12-04,All,301,,39051,,770.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0
Northern hemishere,Europe,EUR,South West Europe,Switzerland,2016,48,2016-11-28,2016-12-04,All,68,,171073,,39.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,
Northern hemishere,Europe,EUR,South West Europe,Spain,2016,48,2016-11-28,2016-12-04,All,297,,799536,,37.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,0
Northern hemishere,Europe,EUR,South West Europe,Italy,2016,48,2016-11-28,2016-12-04,All,1881,,995112,,189.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,1
Northern hemishere,Europe,EUR,South West Europe,Luxembourg,2016,48,2016-11-28,2016-12-04,All,1,584,,1.71,,,,,,,,,,,,,,,,,,,,,126,584,,215.75,,,,,,,1,1,2,0
Northern hemishere,Europe,EUR,South West Europe,Portugal,2016,48,2016-11-28,2016-12-04,All,11,,36683,,29.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,3,0
Northern hemishere,Europe,EUR,South West Europe,Austria,2016,47,2016-11-21,2016-11-27,All,319,,40407,,789.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0
Northern hemishere,Europe,EUR,South West Europe,Switzerland,2016,47,2016-11-21,2016-11-27,All,29,,166786,,17.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,
Northern hemishere,Europe,EUR,South West Europe,Spain,2016,47,2016-11-21,2016-11-27,All,268,,873257,,30.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,0
Northern hemishere,Europe,EUR,South West Europe,Italy,2016,47,2016-11-21,2016-11-27,All,1552,,1010514,,153.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,1
Northern hemishere,Europe,EUR,South West Europe,Luxembourg,2016,47,2016-11-21,2016-11-27,All,1,586,,1.71,,,,,,,,,,,,,,,,,,,,,120,586,,204.78,,,,,,,2,1,2,1
Northern hemishere,Europe,EUR,South West Europe,Portugal,2016,47,2016-11-21,2016-11-27,All,10,,44269,,22.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,3,0
Northern hemishere,Europe,EUR,South West Europe,Austria,2016,46,2016-11-14,2016-11-20,All,330,,38159,,864.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0
Northern hemishere,Europe,EUR,South West Europe,Switzerland,2016,46,2016-11-14,2016-11-20,All,38,,162359,,23.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,
Northern hemishere,Europe,EUR,South West Europe,Spain,2016,46,2016-11-14,2016-11-20,All,210,,866886,,24.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,0
Northern hemishere,Europe,EUR,South West Europe,Italy,2016,46,2016-11-14,2016-11-20,All,1274,,1034327,,123.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1
Northern hemishere,Europe,EUR,South West Europe,Luxembourg,2016,46,2016-11-14,2016-11-20,All,1,461,,2.17,,,,,,,,,,,,,,,,,,,,,95,461,,206.07,,,,,,,1,1,2,
Northern hemishere,Europe,EUR,South West Europe,Portugal,2016,46,2016-11-14,2016-11-20,All,7,,28829,,24.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,0
Northern hemishere,Europe,EUR,South West Europe,Austria,2016,45,2016-11-07,2016-11-13,All,315,,41298,,762.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0
Northern hemishere,Europe,EUR,South West Europe,Switzerland,2016,45,2016-11-07,2016-11-13,All,34,,160989,,21.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,
Northern hemishere,Europe,EUR,South West Europe,Spain,2016,45,2016-11-07,2016-11-13,All,159,,833361,,19.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,0
Northern hemishere,Europe,EUR,South West Europe,Italy,2016,45,2016-11-07,2016-11-13,All,985,,992428,,99.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1
Northern hemishere,Europe,EUR,South West Europe,Luxembourg,2016,45,2016-11-07,2016-11-13,All,1,506,,1.98,,,,,,,,,,,,,,,,,,,,,93,506,,183.79,,,,,,,1,1,2,0
Northern hemishere,Europe,EUR,South West Europe,Portugal,2016,45,2016-11-07,2016-11-13,All,4,,28917,,13.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,0
Northern hemishere,Europe,EUR,South West Europe,Austria,2016,44,2016-10-31,2016-11-06,All,258,,37036,,696.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0
Northern hemishere,Europe,EUR,South West Europe,Switzerland,2016,44,2016-10-31,2016-11-06,All,23,,154198,,14.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,
Northern hemishere,Europe,EUR,South West Europe,Spain,2016,44,2016-10-31,2016-11-06,All,83,,760152,,10.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,0
Northern hemishere,Europe,EUR,South West Europe,Italy,2016,44,2016-10-31,2016-11-06,All,752,,951945,,79.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1
Northern hemishere,Europe,EUR,South West Europe,Luxembourg,2016,44,2016-10-31,2016-11-06,All,0,314,,0.00,,,,,,,,,,,,,,,,,,,,,66,314,,210.19,,,,,,,1,1,2,0
Northern hemishere,Europe,EUR,South West Europe,Portugal,2016,44,2016-10-31,2016-11-06,All,7,,28829,,24.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,0
Northern hemishere,Europe,EUR,South West Europe,Austria,2016,43,2016-10-24,2016-10-30,All,213,,35912,,593.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0
Northern hemishere,Europe,EUR,South West Europe,Switzerland,2016,43,2016-10-24,2016-10-30,All,40,,163614,,24.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,
Northern hemishere,Europe,EUR,South West Europe,Spain,2016,43,2016-10-24,2016-10-30,All,79,,792156,,9.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,0
Northern hemishere,Europe,EUR,South West Europe,Italy,2016,43,2016-10-24,2016-10-30,All,756,,1050426,,71.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1
Northern hemishere,Europe,EUR,South West Europe,Luxembourg,2016,43,2016-10-24,2016-10-30,All,0,583,,0.00,,,,,,,,,,,,,,,,,,,,,111,583,,190.39,,,,,,,1,1,2,0
Northern hemishere,Europe,EUR,South West Europe,Portugal,2016,43,2016-10-24,2016-10-30,All,2,,20618,,9.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,0
Northern hemishere,Europe,EUR,South West Europe,Austria,2016,42,2016-10-17,2016-10-23,All,319,,39283,,812.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0
Northern hemishere,Europe,EUR,South West Europe,Switzerland,2016,42,2016-10-17,2016-10-23,All,19,,158827,,11.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,
Northern hemishere,Europe,EUR,South West Europe,Spain,2016,42,2016-10-17,2016-10-23,All,91,,816335,,11.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,0
Northern hemishere,Europe,EUR,South West Europe,Italy,2016,42,2016-10-17,2016-10-23,All,587,,986675,,59.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1
Northern hemishere,Europe,EUR,South West Europe,Luxembourg,2016,42,2016-10-17,2016-10-23,All,0,507,,0.00,,,,,,,,,,,,,,,,,,,,,104,507,,205.13,,,,,,,1,1,2,0
Northern hemishere,Europe,EUR,South West Europe,Portugal,2016,42,2016-10-17,2016-10-23,All,1,,17845,,5.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0
Northern hemishere,Europe,EUR,South West Europe,Austria,2016,41,2016-10-10,2016-10-16,All,298,,40407,,737.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0
Northern hemishere,Europe,EUR,South West Europe,Switzerland,2016,41,2016-10-10,2016-10-16,All,28,,160159,,17.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,
Northern hemishere,Europe,EUR,South West Europe,Spain,2016,41,2016-10-10,2016-10-16,All,64,,728948,,8.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,0
Northern hemishere,Europe,EUR,South West Europe,Luxembourg,2016,41,2016-10-10,2016-10-16,All,0,421,,0.00,,,,,,,,,,,,,,,,,,,,,84,421,,199.52,,,,,,,1,1,2,0
Northern hemishere,Europe,EUR,South West Europe,Portugal,2016,41,2016-10-10,2016-10-16,All,1,,24243,,4.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0
Northern hemishere,Europe,EUR,South West Europe,Austria,2016,40,2016-10-03,2016-10-09,All,131,,29172,,449.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0
Northern hemishere,Europe,EUR,South West Europe,Switzerland,2016,40,2016-10-03,2016-10-09,All,19,,164858,,11.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,
Northern hemishere,Europe,EUR,South West Europe,Spain,2016,40,2016-10-03,2016-10-09,All,47,,751976,,6.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,0
Northern hemishere,Europe,EUR,South West Europe,Luxembourg,2016,40,2016-10-03,2016-10-09,All,0,371,,0.00,,,,,,,,,,,,,,,,,,,,,72,371,,194.07,,,,,,,1,1,2,0
Northern hemishere,Europe,EUR,South West Europe,Portugal,2016,40,2016-10-03,2016-10-09,All,0,,17686,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0
Northern hemishere,Europe,EUR,South West Europe,Switzerland,2016,39,2016-09-26,2016-10-02,All,8,,165263,,4.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,
Northern hemishere,Europe,EUR,South West Europe,Portugal,2016,39,2016-09-26,2016-10-02,All,0,,25541,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0
Northern hemishere,Europe,EUR,South West Europe,Switzerland,2016,38,2016-09-19,2016-09-25,All,8,,170056,,4.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,
Northern hemishere,Europe,EUR,South West Europe,Portugal,2016,38,2016-09-19,2016-09-25,All,2,,23020,,8.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0
Northern hemishere,Europe,EUR,South West Europe,Switzerland,2016,37,2016-09-12,2016-09-18,All,7,,161393,,4.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,
Northern hemishere,Europe,EUR,South West Europe,Portugal,2016,37,2016-09-12,2016-09-18,All,0,,9342,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0
Northern hemishere,Europe,EUR,South West Europe,Switzerland,2016,36,2016-09-05,2016-09-11,All,5,,158920,,3.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,
Northern hemishere,Europe,EUR,South West Europe,Portugal,2016,36,2016-09-05,2016-09-11,All,0,,14627,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0
Northern hemishere,Europe,EUR,South West Europe,Switzerland,2016,35,2016-08-29,2016-09-04,All,5,,159231,,3.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,
Northern hemishere,Europe,EUR,South West Europe,Portugal,2016,35,2016-08-29,2016-09-04,All,0,,17450,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0
Northern hemishere,Europe,EUR,South West Europe,Switzerland,2016,34,2016-08-22,2016-08-28,All,2,,166558,,1.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,
Northern hemishere,Europe,EUR,South West Europe,Portugal,2016,34,2016-08-22,2016-08-28,All,1,,20436,,4.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0
Northern hemishere,Europe,EUR,South West Europe,Switzerland,2016,33,2016-08-15,2016-08-21,All,4,,174916,,2.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,
Northern hemishere,Europe,EUR,South West Europe,Portugal,2016,33,2016-08-15,2016-08-21,All,0,,14617,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0
Northern hemishere,Europe,EUR,South West Europe,Switzerland,2016,32,2016-08-08,2016-08-14,All,1,,174430,,0.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,
Northern hemishere,Europe,EUR,South West Europe,Portugal,2016,32,2016-08-08,2016-08-14,All,0,,16102,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0
Northern hemishere,Europe,EUR,South West Europe,Switzerland,2016,31,2016-08-01,2016-08-07,All,4,,169779,,2.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,
Northern hemishere,Europe,EUR,South West Europe,Portugal,2016,31,2016-08-01,2016-08-07,All,0,,20594,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0
Northern hemishere,Europe,EUR,South West Europe,Switzerland,2016,30,2016-07-25,2016-07-31,All,1,,138841,,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,
Northern hemishere,Europe,EUR,South West Europe,Portugal,2016,30,2016-07-25,2016-07-31,All,0,,15760,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0
Northern hemishere,Europe,EUR,South West Europe,Switzerland,2016,29,2016-07-18,2016-07-24,All,11,,142736,,7.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,
Northern hemishere,Europe,EUR,South West Europe,Portugal,2016,29,2016-07-18,2016-07-24,All,0,,15300,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0
Northern hemishere,Europe,EUR,South West Europe,Switzerland,2016,28,2016-07-11,2016-07-17,All,4,,161044,,2.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,
Northern hemishere,Europe,EUR,South West Europe,Portugal,2016,28,2016-07-11,2016-07-17,All,0,,19780,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0
Northern hemishere,Europe,EUR,South West Europe,Switzerland,2016,27,2016-07-04,2016-07-10,All,5,,149077,,3.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,
Northern hemishere,Europe,EUR,South West Europe,Portugal,2016,27,2016-07-04,2016-07-10,All,0,,20944,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0
Northern hemishere,Europe,EUR,South West Europe,Switzerland,2016,26,2016-06-27,2016-07-03,All,1,,168613,,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,
Northern hemishere,Europe,EUR,South West Europe,Portugal,2016,26,2016-06-27,2016-07-03,All,0,,29831,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0
Northern hemishere,Europe,EUR,South West Europe,Switzerland,2016,25,2016-06-20,2016-06-26,All,6,,161487,,3.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,
Northern hemishere,Europe,EUR,South West Europe,Portugal,2016,25,2016-06-20,2016-06-26,All,0,,29409,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0
Northern hemishere,Europe,EUR,South West Europe,Switzerland,2016,24,2016-06-13,2016-06-19,All,9,,178051,,5.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,
Northern hemishere,Europe,EUR,South West Europe,Portugal,2016,24,2016-06-13,2016-06-19,All,0,,27643,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0
Northern hemishere,Europe,EUR,South West Europe,Switzerland,2016,23,2016-06-06,2016-06-12,All,1,,162580,,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,
Northern hemishere,Europe,EUR,South West Europe,Portugal,2016,23,2016-06-06,2016-06-12,All,1,,19121,,5.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,0
