Season,Country,ILI_CASES,REL,B_REL,H3_REL,H1pdm_REL,H3_REL_LAG1,H1pdm_REL_LAG1,B_REL_LAG1,H3_REL_LAG2,H1pdm_REL_LAG2,B_REL_LAG2,H3_REL_LAG3,H1pdm_REL_LAG3,B_REL_LAG3
2019,Italy,168485,0.144425081283843,0.480915200314622,0.580943925518301,0.380886475110942,0.796713129071265,0.800246827699012,0.00226376431106197,0.845736580738394,1.43440019176452,0.973848557402769,1.58448224587808,1.44468652381077,1.01178474358187
2010,Latvia,2179,0.1061425300794,0.527028650782157,0.010861720528696,0.523534929483145,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,Latvia,1192,0.0580642018607823,0.0116214488527882,0.566196646331933,0.00282392342310191,0.010861720528696,0.523534929483145,0.527028650782157,NA,NA,NA,NA,NA,NA
2012,Latvia,3969,0.193336256028058,0.678233388738374,0.294726688054446,0.960402483487761,0.566196646331933,0.00282392342310191,0.0116214488527882,0.577058366860629,0.526358852906247,0.538650099634945,NA,NA,NA
2013,Latvia,86,0.00418919577183497,0.00259392927048605,0.0189028491268205,0.0203951793210431,0.294726688054446,0.960402483487761,0.678233388738374,0.860923334386379,0.963226406910863,0.689854837591162,0.871785054915075,1.48676133639401,1.21688348837332
2014,Latvia,2465,0.120074041599688,0.28386734962798,0.653340688011373,0.263532378357529,0.0189028491268205,0.0203951793210431,0.00259392927048605,0.313629537181266,0.980797662808804,0.68082731800886,0.879826183513199,0.983621586231906,0.692448766861648
2015,Latvia,1438,0.07004725023138,0.122757671427784,0,0.577714830886016,0.653340688011373,0.263532378357529,0.28386734962798,0.672243537138194,0.283927557678572,0.286461278898467,0.96697022519264,1.24433004116633,0.964694667636841
2016,Latvia,2880,0.140289346777729,0.53555682886463,0.86220446945164,0.00513216946102166,0,0.577714830886016,0.122757671427784,0.653340688011373,0.841247209243545,0.406625021055764,0.672243537138194,0.861642388564588,0.40921895032625
2017,Latvia,2262,0.110185591115008,0.524911335081319,0.292370562197007,0.284574013871754,0.86220446945164,0.00513216946102166,0.53555682886463,0.86220446945164,0.582847000347038,0.658314500292413,1.51554515746301,0.846379378704567,0.942181849920394
2018,Latvia,2366,0.115251595304204,0.00201371453647415,0.320582655000248,0.829919583505315,0.292370562197007,0.284574013871754,0.524911335081319,1.15457503164865,0.289706183332776,1.06046816394595,1.15457503164865,0.867421014218792,1.18322583537373
2019,Latvia,1692,0.0824199912319158,0.474643192749287,0.255645959088414,0.0939107604814578,0.320582655000248,0.829919583505315,0.00201371453647415,0.612953217197256,1.11449359737707,0.526925049617793,1.4751576866489,1.11962576683809,1.06248187848242
2010,Lithuania,41857,0.149244631122553,0.334798382612993,0,1.15764792861253,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,Lithuania,4907,0.017496318534973,0,0.13733669387667,0.0376264914730602,0,1.15764792861253,0.334798382612993,NA,NA,NA,NA,NA,NA
2012,Lithuania,49260,0.175640646226365,0.426790355316399,0.226708737129254,1.10290736981799,0.13733669387667,0.0376264914730602,0,0.13733669387667,1.19527442008559,0.334798382612993,NA,NA,NA
